  DATE    HOUR(UT)    TEMP   PRESS    HUM      WSP   WDIR
20180101  04:45:00   -65.5   686.3    57.0     3.9   294.0
20180101  04:50:00   -65.5   686.4    57.0     3.0   294.0
20180101  04:55:00   -65.5   686.4    56.0     2.4   294.0
20180101  05:00:00   -65.5   686.4    56.0     2.3   294.0
20180101  05:05:00   -65.5   686.3    56.0     3.8   294.0
20180101  05:10:00   -65.5   686.4    56.0     3.7   294.0
20180101  05:15:00   -65.5   686.3    56.0     3.5   294.0
20180101  05:20:00   -65.5   686.3    56.0     3.2   294.0
20180101  05:25:00   -65.5   686.4    56.0     3.5   294.0
20180101  05:30:00   -65.5   686.4    56.0     4.2   294.0
20180101  05:35:00   -65.5   686.4    57.0     4.1   294.0
20180101  05:40:00   -65.5   686.4    57.0     3.0   294.0
20180101  05:45:00   -65.5   686.4    56.0     3.8   294.0
20180101  05:50:00   -65.5   686.3    56.0     3.7   294.0
20180101  05:55:00   -65.5   686.4    56.0     3.2   294.0
20180101  06:00:00   -65.5   686.4    55.0     2.2   294.0
20180101  06:05:00   -65.5   686.4    55.0     2.9   294.0
20180101  06:10:00   -65.5   686.4    55.0     2.9   294.0
20180101  06:15:00   -65.5   686.4    56.0     3.1   294.0
20180101  06:20:00   -65.5   686.4    56.0     2.4   294.0
20180101  06:25:00   -65.5   686.3    56.0     2.6   294.0
20180101  06:30:00   -65.5   686.4    55.0     2.2   294.0
20180101  06:35:00   -65.5   686.3    55.0     2.1   294.0
20180101  06:40:00   -65.5   686.4    54.0     2.7   294.0
20180101  06:45:00   -65.5   686.4    54.0     2.9   294.0
20180101  06:50:00   -65.5   686.4    55.0     2.6   294.0
20180101  06:55:00   -65.5   686.3    55.0     1.4   294.0
20180101  07:00:00   -65.5   686.4    55.0     2.2   294.0
20180101  07:05:00   -65.5   686.4    55.0     2.0   294.0
20180101  07:10:00   -65.5   686.4    55.0     3.2   294.0
20180101  07:15:00   -65.5   686.4    55.0     2.2   294.0
20180101  07:20:00   -65.5   686.3    54.0     1.7   294.0
20180101  07:25:00   -65.5   686.4    54.0     1.5   294.0
20180101  07:30:00   -65.5   686.3    53.0     1.2   294.0
20180101  07:35:00   -65.5   686.4    53.0     1.3   294.0
20180101  07:40:00   -65.5   686.4    52.0     1.5   294.0
20180101  07:45:00   -65.5   686.3    52.0     1.3   294.0
20180101  07:50:00   -65.5   686.4    51.0     1.1   294.0
20180101  07:55:00   -65.5   686.4    51.0     1.2   294.0
20180101  08:00:00   -65.6   686.4    51.0     1.1   294.0
20180101  08:05:00   -65.5   686.3    51.0     0.9   294.0
20180101  08:10:00   -65.5   686.4    51.0     0.8   294.0
20180101  08:15:00   -65.5   686.4    51.0     1.4   294.0
20180101  08:20:00   -65.5   686.3    51.0     1.5   294.0
20180101  08:25:00   -65.5   686.4    50.0     2.1   294.0
20180101  08:30:00   -65.5   686.4    50.0     2.3   294.0
20180101  08:35:00   -65.5   686.4    51.0     2.3   294.0
20180101  08:40:00   -65.5   686.4    51.0     2.5   294.0
20180101  08:45:00   -65.5   686.4    51.0     2.4   294.0
20180101  08:50:00   -65.5   686.3    51.0     2.0   294.0
20180101  08:55:00   -65.5   686.4    51.0     2.3   294.0
20180101  09:00:00   -65.5   686.4    51.0     2.1   294.0
20180101  09:05:00   -65.5   686.4    51.0     2.0   294.0
20180101  09:10:00   -65.5   686.4    50.0     1.6   294.0
20180101  09:15:00   -65.5   686.4    50.0     1.6   294.0
20180101  09:20:00   -65.5   686.4    50.0     1.6   294.0
20180101  09:25:00   -65.5   686.4    50.0     1.6   294.0
20180101  09:30:00   -65.5   686.4    51.0     1.4   294.0
20180101  09:35:00   -65.5   686.4    51.0     1.7   294.0
20180101  09:40:00   -65.5   686.4    51.0     1.7   294.0
20180101  09:45:00   -65.5   686.3    51.0     1.7   294.0
20180101  09:50:00   -65.5   686.4    52.0     1.2   294.0
20180101  09:55:00   -65.5   686.4    51.0     1.4   294.0
20180101  10:00:00   -65.5   686.4    50.0     1.8   294.0
20180101  10:05:00   -65.5   686.4    51.0     1.7   294.0
20180101  10:10:00   -65.5   686.4    51.0     1.3   294.0
20180101  10:15:00   -65.5   686.4    50.0     1.6   294.0
20180101  10:20:00   -65.5   686.4    50.0     2.2   294.0
20180101  10:25:00   -65.5   686.4    50.0     2.0   294.0
20180101  10:30:00   -65.5   686.4    50.0     1.5   294.0
20180101  10:35:00   -65.5   686.4    50.0     1.8   294.0
20180101  10:40:00   -65.5   686.4    50.0     1.8   294.0
20180101  10:45:00   -65.5   686.4    50.0     1.3   294.0
20180101  10:50:00   -65.5   686.3    49.0     1.2   294.0
20180101  10:55:00   -65.5   686.3    48.0     1.5   294.0
20180101  11:00:00   -65.5   686.4    48.0     1.8   294.0
20180101  11:05:00   -65.5   686.4    48.0     2.3   294.0
20180101  11:10:00   -65.5   686.4    49.0     2.1   294.0
20180101  11:15:00   -65.5   686.3    50.0     1.9   294.0
20180101  11:20:00   -65.5   686.4    51.0     1.8   294.0
20180101  11:25:00   -65.5   686.3    51.0     1.8   294.0
20180101  11:30:00   -65.6   686.4    52.0     1.1   294.0
20180101  11:35:00   -65.5   686.4    51.0     1.0   294.0
20180101  11:40:00   -65.5   686.4    51.0     1.1   294.0
20180101  11:45:00   -65.6   686.4    50.0     1.1   294.0
20180101  11:50:00   -65.6   686.3    50.0     1.5   294.0
20180101  11:55:00   -65.5   686.4    51.0     1.7   294.0
20180101  12:00:00   -65.6   686.4    51.0     1.8   294.0
20180101  12:05:00   -65.5   686.3    52.0     1.5   294.0
20180101  12:10:00   -65.5   686.3    51.0     1.1   294.0
20180101  12:15:00   -65.5   686.4    50.0     1.0   294.0
20180101  12:20:00   -65.6   686.4    50.0     1.2   294.0
20180101  12:25:00   -65.6   686.4    50.0     1.7   294.0
20180101  12:30:00   -65.6   686.3    50.0     1.8   294.0
20180101  12:35:00   -65.6   686.4    50.0     1.5   294.0
20180101  12:40:00   -65.6   686.4    50.0     1.6   294.0
20180101  12:45:00   -65.6   686.3    49.0     2.2   294.0
20180101  12:50:00   -65.5   686.4    50.0     1.6   294.0
20180101  12:55:00   -65.6   686.3    49.0     1.9   294.0
20180101  13:00:00   -65.6   686.4    49.0     1.7   294.0
20180101  13:05:00   -65.5   686.4    48.0     1.2   294.0
20180101  13:10:00   -65.6   686.3    48.0     2.1   294.0
20180101  13:15:00   -65.5   686.4    48.0     2.5   294.0
20180101  13:20:00   -65.6   686.4    48.0     2.0   294.0
20180101  13:25:00   -65.6   686.4    47.0     3.1   294.0
20180101  13:30:00   -65.6   686.4    47.0     1.3   294.0
20180101  13:35:00   -65.5   686.4    47.0     2.6   294.0
20180101  13:40:00   -65.5   686.4    47.0     1.9   294.0
20180101  13:45:00   -65.6   686.3    45.0     1.2   294.0
20180101  13:50:00   -65.6   686.4    43.0     1.7   294.0
20180101  13:55:00   -65.6   686.4    43.0     2.6   294.0
20180101  14:00:00   -65.6   686.3    43.0     3.3   294.0
20180101  14:05:00   -65.6   686.4    42.0     3.2   294.0
20180101  14:10:00   -65.6   686.4    39.0     2.4   294.0
20180101  14:15:00   -65.5   686.4    36.0     2.7   294.0
20180101  14:20:00   -65.6   686.4    34.0     3.6   294.0
20180101  14:25:00   -65.5   686.3    36.0     2.8   294.0
20180101  14:30:00   -65.5   686.4    37.0     3.1   294.0
20180101  14:35:00   -65.6   686.4    36.0     1.8   294.0
20180101  14:40:00   -65.6   686.3    35.0     2.5   294.0
20180101  14:45:00   -65.5   686.3    36.0     2.4   294.0
20180101  14:50:00   -65.6   686.4    36.0     3.7   294.0
20180101  14:55:00   -65.6   686.3    35.0     3.0   294.0
20180101  15:00:00   -65.6   686.4    36.0     3.3   294.0
20180101  15:05:00   -65.6   686.4    37.0     2.2   294.0
20180101  15:10:00   -65.6   686.4    36.0     2.1   294.0
20180101  15:15:00   -65.5   686.3    36.0     2.2   294.0
20180101  15:20:00   -65.5   686.5    35.0     2.8   294.0
20180101  15:25:00   -65.5   686.4    34.0     2.8   294.0
20180101  15:30:00   -65.6   686.4    32.0     4.1   294.0
20180101  15:35:00   -65.6   686.4    34.0     6.0   294.0
20180101  15:40:00   -65.6   686.4    36.0    11.1   294.0
20180101  15:45:00   -65.6   686.3    38.0    11.7   294.0
20180101  15:50:00   -65.6   686.3    37.0    11.4   294.0
20180101  15:55:00   -65.6   686.4    42.0     7.7   294.0
20180101  16:00:00   -65.6   686.4    44.0     4.3   294.0
20180101  16:05:00   -65.6   686.3    46.0     1.8   294.0
20180101  16:10:00   -65.6   686.3    46.0     1.6   294.0
20180101  16:15:00   -65.6   686.4    47.0     1.6   294.0
20180101  16:20:00   -65.6   686.3    46.0     2.1   294.0
20180101  16:25:00   -65.6   686.4    42.0     3.1   294.0
20180101  16:30:00   -65.6   686.4    41.0     3.7   294.0
20180101  16:35:00   -65.6   686.4    41.0     3.4   294.0
20180101  16:40:00   -65.6   686.4    41.0     3.8   294.0
20180101  16:45:00   -65.6   686.4    41.0     4.2   294.0
20180101  16:50:00   -65.6   686.4    40.0     5.8   294.0
20180101  16:55:00   -65.6   686.3    39.0     6.4   294.0
20180101  17:00:00   -65.6   686.4    40.0     6.6   294.0
20180101  17:05:00   -65.6   686.4    39.0     6.2   294.0
20180101  17:10:00   -65.6   686.4    38.0     5.1   294.0
20180101  17:15:00   -65.6   686.4    37.0     5.2   294.0
20180101  17:20:00   -65.5   686.4    35.0     5.5   294.0
20180101  17:25:00   -65.6   686.4    35.0     5.2   294.0
20180101  17:30:00   -65.6   686.4    34.0     5.9   294.0
20180101  17:35:00   -65.6   686.3    34.0     5.5   294.0
20180101  17:40:00   -65.6   686.4    33.0     4.5   294.0
20180101  17:45:00   -65.5   686.4    33.0     4.2   294.0
20180101  17:50:00   -65.5   686.4    33.0     2.9   294.0
20180101  17:55:00   -65.6   686.4    33.0     3.9   294.0
20180101  18:00:00   -65.6   686.3    32.0     5.4   294.0
20180101  18:05:00   -65.6   686.4    32.0     5.5   294.0
20180101  18:10:00   -65.5   686.4    32.0     3.0   294.0
20180101  18:15:00   -65.6   686.4    31.0     4.6   294.0
20180101  18:20:00   -65.6   686.3    30.0     4.3   294.0
20180101  18:25:00   -65.5   686.3    30.0     4.6   294.0
20180101  18:30:00   -65.5   686.3    30.0     2.7   294.0
20180101  18:35:00   -65.6   686.4    30.0     3.0   294.0
20180101  18:40:00   -65.5   686.4    29.0     3.0   294.0
20180101  18:45:00   -65.5   686.4    29.0     2.4   294.0
20180101  18:50:00   -65.6   686.3    28.0     2.6   294.0
20180101  18:55:00   -65.5   686.4    28.0     3.3   294.0
20180101  19:00:00   -65.5   686.4    28.0     4.4   294.0
20180101  19:05:00   -65.5   686.4    28.0     3.1   294.0
20180101  19:10:00   -65.5   686.3    28.0     4.3   294.0
20180101  19:15:00   -65.6   686.4    28.0     4.2   294.0
20180101  19:20:00   -65.5   686.4    28.0     3.0   294.0
20180101  19:25:00   -65.5   686.4    28.0     3.0   294.0
20180101  19:30:00   -65.5   686.3    27.0     2.1   294.0
20180101  19:35:00   -65.5   686.4    27.0     2.1   294.0
20180101  19:40:00   -65.5   686.4    27.0     1.8   294.0
20180101  19:45:00   -65.5   686.4    27.0     3.4   294.0
20180101  19:50:00   -65.5   686.4    26.0     3.1   294.0
20180101  19:55:00   -65.5   686.4    26.0     3.4   294.0
20180101  20:00:00   -65.5   686.5    27.0     4.8   294.0
20180101  20:05:00   -65.5   686.4    27.0     5.4   294.0
20180101  20:10:00   -65.5   686.4    26.0     4.5   294.0
20180101  20:15:00   -65.5   686.5    26.0     3.8   294.0
20180101  20:20:00   -65.5   686.3    26.0     5.0   294.0
20180101  20:25:00   -65.5   686.3    26.0     4.6   294.0
20180101  20:30:00   -65.5   686.4    26.0     3.5   294.0
20180101  20:35:00   -65.5   686.4    26.0     3.8   294.0
20180101  20:40:00   -65.5   686.4    27.0     5.4   294.0
20180101  20:45:00   -65.5   686.4    27.0     3.5   294.0
20180101  20:50:00   -65.5   686.4    27.0     4.9   294.0
20180101  20:55:00   -65.5   686.4    26.0     4.9   294.0
20180101  21:00:00   -65.5   686.4    26.0     4.6   294.0
20180101  21:05:00   -65.5   686.4    25.0     3.3   294.0
20180101  21:10:00   -65.5   686.4    25.0     3.1   294.0
20180101  21:15:00   -65.5   686.4    25.0     2.9   294.0
20180101  21:20:00   -65.5   686.2    25.0     4.6   294.0
20180101  21:25:00   -65.5   686.3    25.0     3.4   294.0
20180101  21:30:00   -65.5   686.4    26.0     4.2   294.0
20180101  21:35:00   -65.5   686.4    26.0     4.0   294.0
20180101  21:40:00   -65.5   686.4    26.0     4.1   294.0
20180101  21:45:00   -65.5   686.4    26.0     4.1   294.0
20180101  21:50:00   -65.5   686.4    26.0     3.2   294.0
20180101  21:55:00   -65.5   686.4    26.0     4.0   294.0
20180101  22:00:00   -65.5   686.4    26.0     3.8   294.0
20180101  22:05:00   -65.5   686.4    26.0     3.1   294.0
20180101  22:10:00   -65.5   686.4    26.0     4.6   294.0
20180101  22:15:00   -65.5   686.4    26.0     4.2   294.0
20180101  22:20:00   -65.5   686.4    26.0     4.3   294.0
20180101  22:25:00   -65.5   686.4    26.0     5.8   294.0
20180101  22:30:00   -65.5   686.4    25.0     4.4   294.0
20180101  22:35:00   -65.6   686.3    25.0     5.0   294.0
20180101  22:40:00   -65.5   686.4    25.0     4.1   294.0
20180101  22:45:00   -65.5   686.4    25.0     4.9   294.0
20180101  22:50:00   -65.5   686.4    27.0     4.0   294.0
20180101  22:55:00   -65.5   686.4    30.0     6.8   294.0
20180101  23:00:00   -65.5   686.4    33.0     8.6   294.0
20180101  23:05:00   -65.5   686.3    34.0     7.7   294.0
20180101  23:10:00   -65.5   686.3    34.0     7.3   294.0
20180101  23:15:00   -65.5   686.4    34.0     7.4   294.0
20180101  23:20:00   -65.5   686.4    33.0     6.5   294.0
20180101  23:25:00   -65.5   686.3    32.0     5.7   294.0
20180101  23:30:00   -65.5   686.5    33.0     4.8   294.0
20180101  23:35:00   -65.5   686.5    33.0     3.9   294.0
20180101  23:40:00   -65.5   686.4    33.0     4.5   294.0
20180101  23:45:00   -65.5   686.3    33.0     3.7   294.0
20180101  23:50:00   -65.5   686.4    33.0     3.5   294.0
20180101  23:55:00   -65.5   686.3    34.0     4.3   294.0
20180102  00:00:00   -65.5   686.3    35.0     4.0   294.0
20180102  00:05:00   -65.5   686.4    36.0     4.5   294.0
20180102  00:10:00   -65.5   686.3    37.0     5.3   294.0
20180102  00:15:00   -65.5   686.3    38.0     5.4   294.0
20180102  00:20:00   -65.5   686.4    38.0     4.0   294.0
20180102  00:25:00   -65.5   686.2    35.0     3.4   294.0
20180102  00:30:00   -65.6   686.4    33.0     4.3   294.0
20180102  00:35:00   -65.6   686.3    33.0     3.8   294.0
20180102  00:40:00   -65.6   686.3    34.0     3.2   294.0
20180102  00:45:00   -65.6   686.4    36.0     3.5   294.0
20180102  00:50:00   -65.6   686.3    39.0     3.2   294.0
20180102  00:55:00   -65.6   686.3    40.0     2.9   294.0
20180102  01:00:00   -65.6   686.3    39.0     2.6   294.0
20180102  01:05:00   -65.6   686.3    40.0     2.8   294.0
20180102  01:10:00   -65.6   686.4    40.0     1.9   294.0
20180102  01:15:00   -65.6   686.4    40.0     3.1   294.0
20180102  01:20:00   -65.6   686.4    40.0     3.7   294.0
20180102  01:25:00   -65.5   686.3    41.0     2.4   294.0
20180102  01:30:00   -65.6   686.4    41.0     1.6   294.0
20180102  01:35:00   -65.6   686.4    40.0     2.5   294.0
20180102  01:40:00   -65.6   686.4    40.0     3.3   294.0
20180102  01:45:00   -65.6   686.3    39.0     2.8   294.0
20180102  01:50:00   -65.6   686.3    40.0     2.1   294.0
20180102  01:55:00   -65.6   686.4    40.0     1.4   294.0
20180102  02:00:00   -65.6   686.4    40.0     1.0   294.0
20180102  02:05:00   -65.6   686.4    39.0     0.7   294.0
20180102  02:10:00   -65.6   686.4    38.0     0.9   294.0
20180102  02:15:00   -65.6   686.3    38.0     0.7   294.0
20180102  02:20:00   -65.6   686.3    37.0     1.9   294.0
20180102  02:25:00   -65.5   686.4    37.0     2.6   294.0
20180102  02:30:00   -65.5   686.4    37.0     2.6   294.0
20180102  02:35:00   -65.5   686.4    37.0     2.1   294.0
20180102  02:40:00   -65.6   686.4    37.0     2.4   294.0
20180102  02:45:00   -65.6   686.4    36.0     2.8   294.0
20180102  02:50:00   -65.5   686.4    36.0     3.2   294.0
20180102  02:55:00   -65.5   686.4    36.0     2.8   294.0
20180102  03:00:00   -65.5   686.4    35.0     4.0   294.0
20180102  03:05:00   -65.5   686.4    35.0     3.1   294.0
20180102  03:10:00   -65.5   686.4    34.0     2.6   294.0
20180102  03:15:00   -65.5   686.3    34.0     2.5   294.0
20180102  03:20:00   -65.5   686.4    34.0     2.8   294.0
20180102  03:25:00   -65.5   686.4    34.0     3.1   294.0
20180102  03:30:00   -65.5   686.4    33.0     2.7   294.0
20180102  03:35:00   -65.5   686.4    33.0     2.6   294.0
20180102  03:40:00   -65.5   686.4    33.0     2.2   294.0
20180102  03:45:00   -65.6   686.4    32.0     2.7   294.0
20180102  03:50:00   -65.5   686.3    32.0     2.5   294.0
20180102  03:55:00   -65.6   686.4    32.0     2.0   294.0
20180102  04:00:00   -65.5   686.3    32.0     2.0   294.0
20180102  04:05:00   -65.5   686.4    32.0     1.6   294.0
20180102  04:10:00   -65.5   686.4    32.0     1.3   294.0
20180102  04:15:00   -65.6   686.4    32.0     1.6   294.0
20180102  04:20:00   -65.5   686.4    32.0     1.6   294.0
20180102  04:25:00   -65.5   686.4    32.0     1.9   294.0
20180102  04:30:00   -65.5   686.4    33.0     1.9   294.0
20180102  04:35:00   -65.5   686.4    33.0     3.1   294.0
20180102  04:40:00   -65.5   686.4    33.0     3.0   294.0
20180102  04:45:00   -65.5   686.3    33.0     2.3   294.0
20180102  04:50:00   -65.5   686.4    33.0     2.3   294.0
20180102  04:55:00   -65.5   686.3    34.0     1.8   294.0
20180102  05:00:00   -65.5   686.4    34.0     1.9   294.0
20180102  05:05:00   -65.6   686.4    34.0     2.2   294.0
20180102  05:10:00   -65.5   686.4    35.0     1.9   294.0
20180102  05:15:00   -65.5   686.4    35.0     1.5   294.0
20180102  05:20:00   -65.5   686.4    35.0     1.4   294.0
20180102  05:25:00   -65.5   686.3    36.0     2.5   294.0
20180102  05:30:00   -65.5   686.4    36.0     1.9   294.0
20180102  05:35:00   -65.5   686.3    37.0     1.6   294.0
20180102  05:40:00   -65.6   686.3    37.0     2.3   294.0
20180102  05:45:00   -65.5   686.4    37.0     2.1   294.0
20180102  05:50:00   -65.5   686.4    38.0     2.2   294.0
20180102  05:55:00   -65.5   686.3    38.0     3.1   294.0
20180102  06:00:00   -65.5   686.3    38.0     2.8   294.0
20180102  06:05:00   -65.5   686.4    38.0     2.4   294.0
20180102  06:10:00   -65.5   686.4    38.0     2.4   294.0
20180102  06:15:00   -65.5   686.4    38.0     2.6   294.0
20180102  06:20:00   -65.5   686.4    38.0     2.5   294.0
20180102  06:25:00   -65.5   686.4    37.0     2.4   294.0
20180102  06:30:00   -65.6   686.3    37.0     1.9   294.0
20180102  06:35:00   -65.6   686.4    37.0     1.6   294.0
20180102  06:40:00   -65.5   686.5    36.0     1.1   294.0
20180102  06:45:00   -65.6   686.4    36.0     1.8   294.0
20180102  06:50:00   -65.6   686.3    35.0     2.6   294.0
20180102  06:55:00   -65.5   686.4    35.0     3.0   294.0
20180102  07:00:00   -65.5   686.3    34.0     1.9   294.0
20180102  07:05:00   -65.5   686.4    34.0     1.3   294.0
20180102  07:10:00   -65.5   686.3    34.0     1.7   294.0
20180102  07:15:00   -65.6   686.3    34.0     3.0   294.0
20180102  07:20:00   -65.6   686.3    34.0     2.8   294.0
20180102  07:25:00   -65.5   686.4    34.0     2.4   294.0
20180102  07:30:00   -65.5   686.4    34.0     2.4   294.0
20180102  07:35:00   -65.5   686.4    34.0     2.4   294.0
20180102  07:40:00   -65.5   686.3    34.0     2.1   294.0
20180102  07:45:00   -65.5   686.3    33.0     2.8   294.0
20180102  07:50:00   -65.6   686.4    33.0     2.7   294.0
20180102  07:55:00   -65.6   686.4    33.0     2.7   294.0
20180102  08:00:00   -65.5   686.4    33.0     2.7   294.0
20180102  08:05:00   -65.6   686.3    33.0     2.5   294.0
20180102  08:10:00   -65.6   686.3    33.0     3.5   294.0
20180102  08:15:00   -65.6   686.3    33.0     3.0   294.0
20180102  08:20:00   -65.6   686.4    32.0     3.1   294.0
20180102  08:25:00   -65.6   686.4    32.0     2.4   294.0
20180102  08:30:00   -65.5   686.4    32.0     2.5   294.0
20180102  08:35:00   -65.6   686.4    32.0     2.5   294.0
20180102  08:40:00   -65.6   686.4    31.0     2.9   294.0
20180102  08:45:00   -65.6   686.4    31.0     3.3   294.0
20180102  08:50:00   -65.6   686.4    31.0     2.8   294.0
20180102  08:55:00   -65.6   686.3    31.0     3.0   294.0
20180102  09:00:00   -65.6   686.4    31.0     2.3   294.0
20180102  09:05:00   -65.6   686.4    31.0     2.7   294.0
20180102  09:10:00   -65.6   686.3    31.0     2.7   294.0
20180102  09:15:00   -65.6   686.3    31.0     2.6   294.0
20180102  09:20:00   -65.6   686.4    31.0     2.7   294.0
20180102  09:25:00   -65.6   686.4    31.0     2.8   294.0
20180102  09:30:00   -65.6   686.3    31.0     2.2   294.0
20180102  09:35:00   -65.6   686.4    31.0     2.0   294.0
20180102  09:40:00   -65.6   686.4    31.0     3.6   294.0
20180102  09:45:00   -65.6   686.3    31.0     3.6   294.0
20180102  09:50:00   -65.6   686.2    31.0     3.1   294.0
20180102  09:55:00   -65.6   686.4    31.0     3.9   294.0
20180102  10:00:00   -65.6   686.4    31.0     2.7   294.0
20180102  10:05:00   -65.6   686.4    31.0     2.5   294.0
20180102  10:10:00   -65.6   686.3    31.0     2.7   294.0
20180102  10:15:00   -65.6   686.3    30.0     3.5   294.0
20180102  10:20:00   -65.6   686.4    30.0     3.0   294.0
20180102  10:25:00   -65.6   686.3    30.0     3.4   294.0
20180102  10:30:00   -65.6   686.3    29.0     2.6   294.0
20180102  10:35:00   -65.6   686.4    29.0     1.8   294.0
20180102  10:40:00   -65.6   686.4    28.0     1.8   294.0
20180102  10:45:00   -65.6   686.3    28.0     2.1   294.0
20180102  10:50:00   -65.6   686.4    27.0     2.3   294.0
20180102  10:55:00   -65.6   686.4    27.0     2.6   294.0
20180102  11:00:00   -65.6   686.5    27.0     2.9   294.0
20180102  11:05:00   -65.6   686.3    27.0     2.9   294.0
20180102  11:10:00   -65.6   686.4    27.0     2.8   294.0
20180102  11:15:00   -65.6   686.4    27.0     2.9   294.0
20180102  11:20:00   -65.6   686.3    26.0     2.6   294.0
20180102  11:25:00   -65.6   686.4    26.0     1.9   294.0
20180102  11:30:00   -65.6   686.3    26.0     2.1   294.0
20180102  11:35:00   -65.6   686.4    25.0     1.4   294.0
20180102  11:40:00   -65.6   686.4    25.0     1.3   294.0
20180102  11:45:00   -65.6   686.4    24.0     1.3   294.0
20180102  11:50:00   -65.6   686.3    23.0     1.9   294.0
20180102  11:55:00   -65.6   686.4    22.0     2.7   294.0
20180102  12:00:00   -65.6   686.3    22.0     1.3   294.0
20180102  12:05:00   -65.6   686.3    21.0     2.2   294.0
20180102  12:10:00   -65.6   686.4    21.0     2.1   294.0
20180102  12:15:00   -65.6   686.4    22.0     2.3   294.0
20180102  12:20:00   -65.6   686.4    21.0     2.3   294.0
20180102  12:25:00   -65.6   686.4    21.0     1.7   294.0
20180102  12:30:00   -65.6   686.3    21.0     3.1   294.0
20180102  12:35:00   -65.6   686.4    20.0     2.6   294.0
20180102  12:40:00   -65.6   686.4    20.0     2.3   294.0
20180102  12:45:00   -65.6   686.4    20.0     2.2   294.0
20180102  12:50:00   -65.6   686.3    20.0     3.5   294.0
20180102  12:55:00   -65.6   686.3    20.0     3.4   294.0
20180102  13:00:00   -65.6   686.3    19.0     2.6   294.0
20180102  13:05:00   -65.6   686.4    19.0     1.9   294.0
20180102  13:10:00   -65.6   686.4    19.0     2.8   294.0
20180102  13:15:00   -65.6   686.4    20.0     3.1   294.0
